ID,TransectID,TransectCode,DateOfTransect,SectionCode,VegType,DistFromTransect,occasion,season,Year
101332,3156,GTB,2020-01-30,GTB13,EXP,25,2019_Wet,Wet,2019
101324,3156,GTB,2020-01-30,GTB13,EXP,18,2019_Wet,Wet,2019
101317,3156,GTB,2020-01-30,GTB13,EXP,17,2019_Wet,Wet,2019
101319,3156,GTB,2020-01-30,GTB13,EXP,17,2019_Wet,Wet,2019
101330,3156,GTB,2020-01-30,GTB13,EXP,14,2019_Wet,Wet,2019
101340,3156,GTB,2020-01-30,GTB13,EXP,13,2019_Wet,Wet,2019
101341,3156,GTB,2020-01-30,GTB13,EXP,13,2019_Wet,Wet,2019
101318,3156,GTB,2020-01-30,GTB13,EXP,12,2019_Wet,Wet,2019
101326,3156,GTB,2020-01-30,GTB13,EXP,12,2019_Wet,Wet,2019
101337,3156,GTB,2020-01-30,GTB13,EXP,12,2019_Wet,Wet,2019
101342,3156,GTB,2020-01-30,GTB13,EXP,12,2019_Wet,Wet,2019
101344,3156,GTB,2020-01-30,GTB13,EXP,12,2019_Wet,Wet,2019
101345,3156,GTB,2020-01-30,GTB13,EXP,12,2019_Wet,Wet,2019
101329,3156,GTB,2020-01-30,GTB13,EXP,11,2019_Wet,Wet,2019
101336,3156,GTB,2020-01-30,GTB13,EXP,10,2019_Wet,Wet,2019
101321,3156,GTB,2020-01-30,GTB13,EXP,8,2019_Wet,Wet,2019
101322,3156,GTB,2020-01-30,GTB13,EXP,8,2019_Wet,Wet,2019
101331,3156,GTB,2020-01-30,GTB13,EXP,8,2019_Wet,Wet,2019
101323,3156,GTB,2020-01-30,GTB13,EXP,6,2019_Wet,Wet,2019
101328,3156,GTB,2020-01-30,GTB13,EXP,6,2019_Wet,Wet,2019
101333,3156,GTB,2020-01-30,GTB13,EXP,6,2019_Wet,Wet,2019
101334,3156,GTB,2020-01-30,GTB13,EXP,6,2019_Wet,Wet,2019
101320,3156,GTB,2020-01-30,GTB13,EXP,4,2019_Wet,Wet,2019
101325,3156,GTB,2020-01-30,GTB13,EXP,3,2019_Wet,Wet,2019
101327,3156,GTB,2020-01-30,GTB13,EXP,3,2019_Wet,Wet,2019
101335,3156,GTB,2020-01-30,GTB13,EXP,1,2019_Wet,Wet,2019
104160,3235,GTB,2021-03-17,GTB13,EXP,13,2020_Wet,Wet,2020
104159,3235,GTB,2021-03-17,GTB13,EXP,12,2020_Wet,Wet,2020
104161,3235,GTB,2021-03-17,GTB13,EXP,6,2020_Wet,Wet,2020
104239,3237,GTB,2021-09-19,GTB13,EXP,12,2021_Dry,Dry,2021
107549,3271,GTB,2022-03-17,GTB13,EXP,31,2021_Wet,Wet,2021
107547,3271,GTB,2022-03-17,GTB13,EXP,19,2021_Wet,Wet,2021
107546,3271,GTB,2022-03-17,GTB13,EXP,12,2021_Wet,Wet,2021
107548,3271,GTB,2022-03-17,GTB13,EXP,7,2021_Wet,Wet,2021
107545,3271,GTB,2022-03-17,GTB13,EXP,6,2021_Wet,Wet,2021
94229,3093,GTB,2019-02-21,GTB14,EXP,37,2018_Wet,Wet,2018
94227,3093,GTB,2019-02-21,GTB14,EXP,23,2018_Wet,Wet,2018
94224,3093,GTB,2019-02-21,GTB14,EXP,13,2018_Wet,Wet,2018
94226,3093,GTB,2019-02-21,GTB14,EXP,12,2018_Wet,Wet,2018
94223,3093,GTB,2019-02-21,GTB14,EXP,6,2018_Wet,Wet,2018
94225,3093,GTB,2019-02-21,GTB14,EXP,4,2018_Wet,Wet,2018
94228,3093,GTB,2019-02-21,GTB14,EXP,4,2018_Wet,Wet,2018
94232,3093,GTB,2019-02-21,GTB14,EXP,3,2018_Wet,Wet,2018
94231,3093,GTB,2019-02-21,GTB14,EXP,2,2018_Wet,Wet,2018
94230,3093,GTB,2019-02-21,GTB14,EXP,1,2018_Wet,Wet,2018
101356,3156,GTB,2020-01-30,GTB14,EXP,48,2019_Wet,Wet,2019
101357,3156,GTB,2020-01-30,GTB14,EXP,48,2019_Wet,Wet,2019
101354,3156,GTB,2020-01-30,GTB14,EXP,43,2019_Wet,Wet,2019
101883,3156,GTB,2020-01-30,GTB14,EXP,43,2019_Wet,Wet,2019
101355,3156,GTB,2020-01-30,GTB14,EXP,40,2019_Wet,Wet,2019
101882,3156,GTB,2020-01-30,GTB14,EXP,32,2019_Wet,Wet,2019
101353,3156,GTB,2020-01-30,GTB14,EXP,25,2019_Wet,Wet,2019
101363,3156,GTB,2020-01-30,GTB14,EXP,25,2019_Wet,Wet,2019
101880,3156,GTB,2020-01-30,GTB14,EXP,21,2019_Wet,Wet,2019
101359,3156,GTB,2020-01-30,GTB14,EXP,15,2019_Wet,Wet,2019
101368,3156,GTB,2020-01-30,GTB14,EXP,15,2019_Wet,Wet,2019
101380,3156,GTB,2020-01-30,GTB14,EXP,15,2019_Wet,Wet,2019
101885,3156,GTB,2020-01-30,GTB14,EXP,15,2019_Wet,Wet,2019
101375,3156,GTB,2020-01-30,GTB14,EXP,13,2019_Wet,Wet,2019
101884,3156,GTB,2020-01-30,GTB14,EXP,13,2019_Wet,Wet,2019
101361,3156,GTB,2020-01-30,GTB14,EXP,11,2019_Wet,Wet,2019
101367,3156,GTB,2020-01-30,GTB14,EXP,11,2019_Wet,Wet,2019
101371,3156,GTB,2020-01-30,GTB14,EXP,11,2019_Wet,Wet,2019
101373,3156,GTB,2020-01-30,GTB14,EXP,11,2019_Wet,Wet,2019
101381,3156,GTB,2020-01-30,GTB14,EXP,11,2019_Wet,Wet,2019
101378,3156,GTB,2020-01-30,GTB14,EXP,10,2019_Wet,Wet,2019
101360,3156,GTB,2020-01-30,GTB14,EXP,9,2019_Wet,Wet,2019
101881,3156,GTB,2020-01-30,GTB14,EXP,9,2019_Wet,Wet,2019
101369,3156,GTB,2020-01-30,GTB14,EXP,8,2019_Wet,Wet,2019
101372,3156,GTB,2020-01-30,GTB14,EXP,8,2019_Wet,Wet,2019
101362,3156,GTB,2020-01-30,GTB14,EXP,7,2019_Wet,Wet,2019
101383,3156,GTB,2020-01-30,GTB14,EXP,7,2019_Wet,Wet,2019
101879,3156,GTB,2020-01-30,GTB14,EXP,5,2019_Wet,Wet,2019
101366,3156,GTB,2020-01-30,GTB14,EXP,4,2019_Wet,Wet,2019
101382,3156,GTB,2020-01-30,GTB14,EXP,4,2019_Wet,Wet,2019
101878,3156,GTB,2020-01-30,GTB14,EXP,4,2019_Wet,Wet,2019
101364,3156,GTB,2020-01-30,GTB14,EXP,3,2019_Wet,Wet,2019
101376,3156,GTB,2020-01-30,GTB14,EXP,3,2019_Wet,Wet,2019
101377,3156,GTB,2020-01-30,GTB14,EXP,2,2019_Wet,Wet,2019
101379,3156,GTB,2020-01-30,GTB14,EXP,2,2019_Wet,Wet,2019
101384,3156,GTB,2020-01-30,GTB14,EXP,2,2019_Wet,Wet,2019
101385,3156,GTB,2020-01-30,GTB14,EXP,2,2019_Wet,Wet,2019
101365,3156,GTB,2020-01-30,GTB14,EXP,1,2019_Wet,Wet,2019
101386,3156,GTB,2020-01-30,GTB14,EXP,0,2019_Wet,Wet,2019
104163,3235,GTB,2021-03-17,GTB14,EXP,12,2020_Wet,Wet,2020
104162,3235,GTB,2021-03-17,GTB14,EXP,3,2020_Wet,Wet,2020
104164,3235,GTB,2021-03-17,GTB14,EXP,1,2020_Wet,Wet,2020
104240,3237,GTB,2021-09-19,GTB14,EXP,22,2021_Dry,Dry,2021
104241,3237,GTB,2021-09-19,GTB14,EXP,0,2021_Dry,Dry,2021
107542,3271,GTB,2022-03-17,GTB14,EXP,7,2021_Wet,Wet,2021
107541,3271,GTB,2022-03-17,GTB14,EXP,3,2021_Wet,Wet,2021
107540,3271,GTB,2022-03-17,GTB14,EXP,1,2021_Wet,Wet,2021
107543,3271,GTB,2022-03-17,GTB14,EXP,0,2021_Wet,Wet,2021
107544,3271,GTB,2022-03-17,GTB14,EXP,0,2021_Wet,Wet,2021
100278,3146,GTB,2019-10-03,GTB15,PEM,0,2019_Dry,Dry,2019
101389,3156,GTB,2020-01-30,GTB15,PEM,22,2019_Wet,Wet,2019
101390,3156,GTB,2020-01-30,GTB15,PEM,21,2019_Wet,Wet,2019
101391,3156,GTB,2020-01-30,GTB15,PEM,21,2019_Wet,Wet,2019
101392,3156,GTB,2020-01-30,GTB15,PEM,14,2019_Wet,Wet,2019
101393,3156,GTB,2020-01-30,GTB15,PEM,7,2019_Wet,Wet,2019
101388,3156,GTB,2020-01-30,GTB15,PEM,4,2019_Wet,Wet,2019
101387,3156,GTB,2020-01-30,GTB15,PEM,3,2019_Wet,Wet,2019
94235,3093,GTB,2019-02-21,GTB16,EXP,7,2018_Wet,Wet,2018
94234,3093,GTB,2019-02-21,GTB16,EXP,1,2018_Wet,Wet,2018
101401,3156,GTB,2020-01-30,GTB16,EXP,50,2019_Wet,Wet,2019
101399,3156,GTB,2020-01-30,GTB16,EXP,49,2019_Wet,Wet,2019
101400,3156,GTB,2020-01-30,GTB16,EXP,49,2019_Wet,Wet,2019
101402,3156,GTB,2020-01-30,GTB16,EXP,47,2019_Wet,Wet,2019
101394,3156,GTB,2020-01-30,GTB16,EXP,10,2019_Wet,Wet,2019
101403,3156,GTB,2020-01-30,GTB16,EXP,9,2019_Wet,Wet,2019
101398,3156,GTB,2020-01-30,GTB16,EXP,4,2019_Wet,Wet,2019
101397,3156,GTB,2020-01-30,GTB16,EXP,3,2019_Wet,Wet,2019
101396,3156,GTB,2020-01-30,GTB16,EXP,1,2019_Wet,Wet,2019
101395,3156,GTB,2020-01-30,GTB16,EXP,0,2019_Wet,Wet,2019
104166,3235,GTB,2021-03-17,GTB16,EXP,4,2020_Wet,Wet,2020
107537,3271,GTB,2022-03-17,GTB16,EXP,40,2021_Wet,Wet,2021
107536,3271,GTB,2022-03-17,GTB16,EXP,10,2021_Wet,Wet,2021
107538,3271,GTB,2022-03-17,GTB16,EXP,0,2021_Wet,Wet,2021
94236,3093,GTB,2019-02-21,GTB17,EXP,4,2018_Wet,Wet,2018
100280,3146,GTB,2019-10-03,GTB17,EXP,24,2019_Dry,Dry,2019
101411,3156,GTB,2020-01-30,GTB17,EXP,22,2019_Wet,Wet,2019
101404,3156,GTB,2020-01-30,GTB17,EXP,18,2019_Wet,Wet,2019
101405,3156,GTB,2020-01-30,GTB17,EXP,18,2019_Wet,Wet,2019
101406,3156,GTB,2020-01-30,GTB17,EXP,18,2019_Wet,Wet,2019
101408,3156,GTB,2020-01-30,GTB17,EXP,9,2019_Wet,Wet,2019
101410,3156,GTB,2020-01-30,GTB17,EXP,8,2019_Wet,Wet,2019
101409,3156,GTB,2020-01-30,GTB17,EXP,7,2019_Wet,Wet,2019
104168,3235,GTB,2021-03-17,GTB17,EXP,13,2020_Wet,Wet,2020
104167,3235,GTB,2021-03-17,GTB17,EXP,3,2020_Wet,Wet,2020
94237,3093,GTB,2019-02-21,GTB18,EXP,12,2018_Wet,Wet,2018
100281,3146,GTB,2019-10-03,GTB18,EXP,21,2019_Dry,Dry,2019
101412,3156,GTB,2020-01-30,GTB18,EXP,4,2019_Wet,Wet,2019
104169,3235,GTB,2021-03-17,GTB18,EXP,11,2020_Wet,Wet,2020
107534,3271,GTB,2022-03-17,GTB18,EXP,24,2021_Wet,Wet,2021
100283,3146,GTB,2019-10-03,GTB19,EXP,2,2019_Dry,Dry,2019
100282,3146,GTB,2019-10-03,GTB19,EXP,0,2019_Dry,Dry,2019
101413,3156,GTB,2020-01-30,GTB19,EXP,29,2019_Wet,Wet,2019
101415,3156,GTB,2020-01-30,GTB19,EXP,15,2019_Wet,Wet,2019
101414,3156,GTB,2020-01-30,GTB19,EXP,0,2019_Wet,Wet,2019
104170,3235,GTB,2021-03-17,GTB19,EXP,19,2020_Wet,Wet,2020
107533,3271,GTB,2022-03-17,GTB19,EXP,0,2021_Wet,Wet,2021
94239,3093,GTB,2019-02-21,GTB20,EXP,3,2018_Wet,Wet,2018
100286,3146,GTB,2019-10-03,GTB20,EXP,35,2019_Dry,Dry,2019
100285,3146,GTB,2019-10-03,GTB20,EXP,26,2019_Dry,Dry,2019
100284,3146,GTB,2019-10-03,GTB20,EXP,10,2019_Dry,Dry,2019
100287,3146,GTB,2019-10-03,GTB20,EXP,3,2019_Dry,Dry,2019
101417,3156,GTB,2020-01-30,GTB20,EXP,47,2019_Wet,Wet,2019
101421,3156,GTB,2020-01-30,GTB20,EXP,40,2019_Wet,Wet,2019
101422,3156,GTB,2020-01-30,GTB20,EXP,40,2019_Wet,Wet,2019
101418,3156,GTB,2020-01-30,GTB20,EXP,38,2019_Wet,Wet,2019
101419,3156,GTB,2020-01-30,GTB20,EXP,30,2019_Wet,Wet,2019
101420,3156,GTB,2020-01-30,GTB20,EXP,26,2019_Wet,Wet,2019
101425,3156,GTB,2020-01-30,GTB20,EXP,25,2019_Wet,Wet,2019
101423,3156,GTB,2020-01-30,GTB20,EXP,19,2019_Wet,Wet,2019
101427,3156,GTB,2020-01-30,GTB20,EXP,18,2019_Wet,Wet,2019
101416,3156,GTB,2020-01-30,GTB20,EXP,11,2019_Wet,Wet,2019
101426,3156,GTB,2020-01-30,GTB20,EXP,4,2019_Wet,Wet,2019
102746,3192,GTB,2020-09-22,GTB20,EXP,17,2020_Dry,Dry,2020
104247,3237,GTB,2021-09-19,GTB20,EXP,23,2021_Dry,Dry,2021
107530,3271,GTB,2022-03-17,GTB20,EXP,40,2021_Wet,Wet,2021
107529,3271,GTB,2022-03-17,GTB20,EXP,35,2021_Wet,Wet,2021
107528,3271,GTB,2022-03-17,GTB20,EXP,25,2021_Wet,Wet,2021
107531,3271,GTB,2022-03-17,GTB20,EXP,10,2021_Wet,Wet,2021
107532,3271,GTB,2022-03-17,GTB20,EXP,6,2021_Wet,Wet,2021
94241,3093,GTB,2019-02-21,GTB21,EXP,19,2018_Wet,Wet,2018
94240,3093,GTB,2019-02-21,GTB21,EXP,16,2018_Wet,Wet,2018
94242,3093,GTB,2019-02-21,GTB21,EXP,16,2018_Wet,Wet,2018
94243,3093,GTB,2019-02-21,GTB21,EXP,16,2018_Wet,Wet,2018
101428,3156,GTB,2020-01-30,GTB21,EXP,8,2019_Wet,Wet,2019
101429,3156,GTB,2020-01-30,GTB21,EXP,8,2019_Wet,Wet,2019
104172,3235,GTB,2021-03-17,GTB21,EXP,7,2020_Wet,Wet,2020
104248,3237,GTB,2021-09-19,GTB21,EXP,36,2021_Dry,Dry,2021
107527,3271,GTB,2022-03-17,GTB21,EXP,23,2021_Wet,Wet,2021
107525,3271,GTB,2022-03-17,GTB21,EXP,7,2021_Wet,Wet,2021
107526,3271,GTB,2022-03-17,GTB21,EXP,7,2021_Wet,Wet,2021
94244,3093,GTB,2019-02-21,GTB22,MAN,2,2018_Wet,Wet,2018
100291,3146,GTB,2019-10-03,GTB22,MAN,15,2019_Dry,Dry,2019
100289,3146,GTB,2019-10-03,GTB22,MAN,7,2019_Dry,Dry,2019
100290,3146,GTB,2019-10-03,GTB22,MAN,7,2019_Dry,Dry,2019
101431,3156,GTB,2020-01-30,GTB22,MAN,37,2019_Wet,Wet,2019
101432,3156,GTB,2020-01-30,GTB22,MAN,30,2019_Wet,Wet,2019
101435,3156,GTB,2020-01-30,GTB22,MAN,18,2019_Wet,Wet,2019
101436,3156,GTB,2020-01-30,GTB22,MAN,14,2019_Wet,Wet,2019
101437,3156,GTB,2020-01-30,GTB22,MAN,11,2019_Wet,Wet,2019
101438,3156,GTB,2020-01-30,GTB22,MAN,10,2019_Wet,Wet,2019
101434,3156,GTB,2020-01-30,GTB22,MAN,8,2019_Wet,Wet,2019
101440,3156,GTB,2020-01-30,GTB22,MAN,8,2019_Wet,Wet,2019
105999,3156,GTB,2020-01-30,GTB22,MAN,8,2019_Wet,Wet,2019
101430,3156,GTB,2020-01-30,GTB22,MAN,4,2019_Wet,Wet,2019
101439,3156,GTB,2020-01-30,GTB22,MAN,3,2019_Wet,Wet,2019
104173,3235,GTB,2021-03-17,GTB22,MAN,14,2020_Wet,Wet,2020
104174,3235,GTB,2021-03-17,GTB22,MAN,12,2020_Wet,Wet,2020
104175,3235,GTB,2021-03-17,GTB22,MAN,10,2020_Wet,Wet,2020
107524,3271,GTB,2022-03-17,GTB22,MAN,19,2021_Wet,Wet,2021
107520,3271,GTB,2022-03-17,GTB22,MAN,12,2021_Wet,Wet,2021
107521,3271,GTB,2022-03-17,GTB22,MAN,12,2021_Wet,Wet,2021
107522,3271,GTB,2022-03-17,GTB22,MAN,0,2021_Wet,Wet,2021
107523,3271,GTB,2022-03-17,GTB22,MAN,0,2021_Wet,Wet,2021
94245,3093,GTB,2019-02-21,GTB23,EXP,3,2018_Wet,Wet,2018
100294,3146,GTB,2019-10-03,GTB23,EXP,12,2019_Dry,Dry,2019
100292,3146,GTB,2019-10-03,GTB23,EXP,5,2019_Dry,Dry,2019
100293,3146,GTB,2019-10-03,GTB23,EXP,5,2019_Dry,Dry,2019
100295,3146,GTB,2019-10-03,GTB23,EXP,0,2019_Dry,Dry,2019
101449,3156,GTB,2020-01-30,GTB23,EXP,36,2019_Wet,Wet,2019
101448,3156,GTB,2020-01-30,GTB23,EXP,35,2019_Wet,Wet,2019
101453,3156,GTB,2020-01-30,GTB23,EXP,30,2019_Wet,Wet,2019
101444,3156,GTB,2020-01-30,GTB23,EXP,27,2019_Wet,Wet,2019
101454,3156,GTB,2020-01-30,GTB23,EXP,26,2019_Wet,Wet,2019
101456,3156,GTB,2020-01-30,GTB23,EXP,26,2019_Wet,Wet,2019
101447,3156,GTB,2020-01-30,GTB23,EXP,25,2019_Wet,Wet,2019
101446,3156,GTB,2020-01-30,GTB23,EXP,24,2019_Wet,Wet,2019
101452,3156,GTB,2020-01-30,GTB23,EXP,20,2019_Wet,Wet,2019
101442,3156,GTB,2020-01-30,GTB23,EXP,13,2019_Wet,Wet,2019
101450,3156,GTB,2020-01-30,GTB23,EXP,11,2019_Wet,Wet,2019
101443,3156,GTB,2020-01-30,GTB23,EXP,10,2019_Wet,Wet,2019
101455,3156,GTB,2020-01-30,GTB23,EXP,7,2019_Wet,Wet,2019
101441,3156,GTB,2020-01-30,GTB23,EXP,4,2019_Wet,Wet,2019
101451,3156,GTB,2020-01-30,GTB23,EXP,4,2019_Wet,Wet,2019
104176,3235,GTB,2021-03-17,GTB23,EXP,8,2020_Wet,Wet,2020
107519,3271,GTB,2022-03-17,GTB23,EXP,30,2021_Wet,Wet,2021
94246,3093,GTB,2019-02-21,GTB24,PEM,31,2018_Wet,Wet,2018
101460,3156,GTB,2020-01-30,GTB24,PEM,48,2019_Wet,Wet,2019
101459,3156,GTB,2020-01-30,GTB24,PEM,43,2019_Wet,Wet,2019
101464,3156,GTB,2020-01-30,GTB24,PEM,38,2019_Wet,Wet,2019
101458,3156,GTB,2020-01-30,GTB24,PEM,35,2019_Wet,Wet,2019
101462,3156,GTB,2020-01-30,GTB24,PEM,33,2019_Wet,Wet,2019
101457,3156,GTB,2020-01-30,GTB24,PEM,4,2019_Wet,Wet,2019
101461,3156,GTB,2020-01-30,GTB24,PEM,1,2019_Wet,Wet,2019
101465,3156,GTB,2020-01-30,GTB25,PEM,31,2019_Wet,Wet,2019
101466,3156,GTB,2020-01-30,GTB25,PEM,28,2019_Wet,Wet,2019
104178,3235,GTB,2021-03-17,GTB25,PEM,2,2020_Wet,Wet,2020
107517,3271,GTB,2022-03-17,GTB25,PEM,2,2021_Wet,Wet,2021
101467,3156,GTB,2020-01-30,GTB26,EXP,18,2019_Wet,Wet,2019
107516,3271,GTB,2022-03-17,GTB26,EXP,2,2021_Wet,Wet,2021
100299,3146,GTB,2019-10-03,GTB27,EXP,22,2019_Dry,Dry,2019
100300,3146,GTB,2019-10-03,GTB27,EXP,22,2019_Dry,Dry,2019
101469,3156,GTB,2020-01-30,GTB27,EXP,19,2019_Wet,Wet,2019
101468,3156,GTB,2020-01-30,GTB27,EXP,7,2019_Wet,Wet,2019
104181,3235,GTB,2021-03-17,GTB27,EXP,12,2020_Wet,Wet,2020
104183,3235,GTB,2021-03-17,GTB27,EXP,12,2020_Wet,Wet,2020
104182,3235,GTB,2021-03-17,GTB27,EXP,9,2020_Wet,Wet,2020
104180,3235,GTB,2021-03-17,GTB27,EXP,2,2020_Wet,Wet,2020
107512,3271,GTB,2022-03-17,GTB27,EXP,26,2021_Wet,Wet,2021
107513,3271,GTB,2022-03-17,GTB27,EXP,18,2021_Wet,Wet,2021
107515,3271,GTB,2022-03-17,GTB27,EXP,13,2021_Wet,Wet,2021
107514,3271,GTB,2022-03-17,GTB27,EXP,9,2021_Wet,Wet,2021
94251,3093,GTB,2019-02-21,GTB28,EXP,32,2018_Wet,Wet,2018
94250,3093,GTB,2019-02-21,GTB28,EXP,0,2018_Wet,Wet,2018
94253,3093,GTB,2019-02-21,GTB30,MAN,0,2018_Wet,Wet,2018
101252,3155,GTG,2020-01-28,GTG01,OMX,9,2019_Wet,Wet,2019
101251,3155,GTG,2020-01-28,GTG01,OMX,5,2019_Wet,Wet,2019
101253,3155,GTG,2020-01-28,GTG01,OMX,0,2019_Wet,Wet,2019
103442,3214,GTG,2020-09-20,GTG01,OMX,4,2020_Dry,Dry,2020
104639,3242,GTG,2021-03-16,GTG01,OMX,6,2020_Wet,Wet,2020
104638,3242,GTG,2021-03-16,GTG01,OMX,5,2020_Wet,Wet,2020
104570,3241,GTG,2021-09-18,GTG01,OMX,9,2021_Dry,Dry,2021
104572,3241,GTG,2021-09-18,GTG01,OMX,7,2021_Dry,Dry,2021
104573,3241,GTG,2021-09-18,GTG01,OMX,7,2021_Dry,Dry,2021
104571,3241,GTG,2021-09-18,GTG01,OMX,0,2021_Dry,Dry,2021
